Airline,Date_of_Journey,Source,Destination,Dep_Time,Arrival_Time,Duration,Total_Stops,Price
Jet Airways,09-06-2022,Delhi,Cochin,05:30:00,12:35,7h 5m,2 stops,14441
Multiple carriers,03-03-2022,Delhi,Cochin,13:00:00,01:35 04 ,12h 35m,1 stop,17493
Jet Airways,09-06-2022,Kolkata,Banglore,20:00:00,22:35 10 ,26h 35m,1 stop,10844
SpiceJet,01-06-2022,Mumbai,Hyderabad,05:45:00,07:15,1h 30m,non-stop,2753
Jet Airways,21-05-2022,Delhi,Cochin,08:00:00,04:25 22 ,20h 25m,1 stop,12898
Jet Airways,15-04-2022,Banglore,Delhi,18:55:00,22:00,3h 5m,non-stop,7229
Air India,03-06-2022,Delhi,Cochin,12:00:00,07:40 04 ,19h 40m,2 stops,8603
Jet Airways,18-05-2022,Delhi,Cochin,05:30:00,04:25 19 ,22h 55m,2 stops,15129
Jet Airways,15-06-2022,Delhi,Cochin,11:40:00,19:00,7h 20m,2 stops,18804
Air Asia,21-04-2022,Delhi,Cochin,07:55:00,22:25,14h 30m,1 stop,7452
SpiceJet,24-04-2022,Banglore,Delhi,09:30:00,12:20,2h 50m,non-stop,3971
IndiGo,12-06-2022,Banglore,Delhi,10:10:00,13:00,2h 50m,non-stop,3943
IndiGo,15-03-2022,Banglore,New Delhi,14:25:00,19:25,5h,1 stop,9165
Jet Airways,24-06-2022,Delhi,Cochin,05:30:00,19:00,13h 30m,2 stops,13014
SpiceJet,21-06-2022,Banglore,Delhi,09:30:00,12:20,2h 50m,non-stop,3625
Jet Airways,24-06-2022,Delhi,Cochin,16:00:00,12:35 25 ,20h 35m,1 stop,10262
Jet Airways,21-05-2022,Kolkata,Banglore,18:55:00,08:15 22 ,13h 20m,1 stop,14388
Multiple carriers,12-06-2022,Delhi,Cochin,08:00:00,19:15,11h 15m,1 stop,15058
Air India,06-03-2022,Delhi,Cochin,09:00:00,07:40 07 ,22h 40m,1 stop,14882
IndiGo,18-04-2022,Banglore,Delhi,10:10:00,13:00,2h 50m,non-stop,4591
SpiceJet,09-05-2022,Kolkata,Banglore,06:55:00,09:30,2h 35m,non-stop,3841
Jet Airways,15-05-2022,Kolkata,Banglore,08:25:00,18:15,9h 50m,1 stop,14781
SpiceJet,09-04-2022,Kolkata,Banglore,22:20:00,00:40 10 ,2h 20m,non-stop,3841
Multiple carriers,03-06-2022,Delhi,Cochin,15:00:00,01:30 04 ,10h 30m,1 stop,13377
Jet Airways,12-06-2022,Delhi,Cochin,19:30:00,04:25 13 ,8h 55m,2 stops,13014
Multiple carriers,21-05-2022,Delhi,Cochin,13:00:00,19:15,6h 15m,1 stop,14848
Air India,09-05-2022,Kolkata,Banglore,20:45:00,23:20,2h 35m,non-stop,4145
IndiGo,12-06-2022,Chennai,Kolkata,07:55:00,10:15,2h 20m,non-stop,3850
Air India,24-05-2022,Kolkata,Banglore,07:00:00,20:25,13h 25m,1 stop,10413
IndiGo,03-06-2022,Delhi,Cochin,15:00:00,01:30 04 ,10h 30m,1 stop,6104
IndiGo,01-06-2022,Banglore,Delhi,10:30:00,13:20,2h 50m,non-stop,3943
Jet Airways,12-06-2022,Kolkata,Banglore,21:10:00,08:15 13 ,11h 5m,1 stop,8529
Jet Airways,24-06-2022,Delhi,Cochin,22:50:00,12:35 25 ,13h 45m,1 stop,10262
Jet Airways,18-05-2022,Kolkata,Banglore,20:25:00,22:05 19 ,25h 40m,1 stop,14151
Air Asia,09-05-2022,Kolkata,Banglore,15:10:00,23:30,8h 20m,2 stops,5192
Jet Airways,21-05-2022,Kolkata,Banglore,14:05:00,04:40 22 ,14h 35m,1 stop,9663
GoAir,24-04-2022,Banglore,Delhi,07:45:00,10:40,2h 55m,non-stop,4632
IndiGo,06-04-2022,Delhi,Cochin,20:25:00,01:30 07 ,5h 5m,1 stop,5073
Multiple carriers,15-06-2022,Delhi,Cochin,10:20:00,19:15,8h 55m,1 stop,9526
IndiGo,15-04-2022,Banglore,Delhi,04:00:00,06:50,2h 50m,non-stop,4423
IndiGo,12-05-2022,Mumbai,Hyderabad,20:05:00,21:40,1h 35m,non-stop,2227
Vistara,21-03-2022,Banglore,New Delhi,11:30:00,14:10,2h 40m,non-stop,5403
IndiGo,27-03-2022,Chennai,Kolkata,19:35:00,21:55,2h 20m,non-stop,3858
Jet Airways,09-03-2022,Delhi,Cochin,13:45:00,18:50 10 ,29h 5m,2 stops,18752
Jet Airways,21-05-2022,Kolkata,Banglore,06:30:00,12:00,5h 30m,1 stop,9663
Jet Airways,24-06-2022,Delhi,Cochin,19:10:00,12:35 25 ,17h 25m,2 stops,12819
Multiple carriers,27-03-2022,Delhi,Cochin,09:00:00,21:00,12h,1 stop,6883
Multiple carriers,27-05-2022,Delhi,Cochin,19:00:00,01:30 28 ,6h 30m,1 stop,7198
Air India,09-03-2022,Banglore,New Delhi,10:00:00,12:45,2h 45m,non-stop,7801
IndiGo,21-04-2022,Banglore,Delhi,18:25:00,21:20,2h 55m,non-stop,4823
Jet Airways,24-05-2022,Kolkata,Banglore,06:30:00,09:20 25 ,26h 50m,1 stop,9663
Jet Airways,12-05-2022,Kolkata,Banglore,20:25:00,21:05 13 ,24h 40m,1 stop,12121
Vistara,12-05-2022,Kolkata,Banglore,20:20:00,23:25 13 ,27h 5m,1 stop,8085
IndiGo,03-03-2022,Banglore,New Delhi,13:40:00,18:35,4h 55m,1 stop,8662
Jet Airways,21-03-2022,Delhi,Cochin,22:00:00,18:50 22 ,20h 50m,1 stop,6017
SpiceJet,03-05-2022,Chennai,Kolkata,09:45:00,12:00,2h 15m,non-stop,3859
Multiple carriers,18-05-2022,Delhi,Cochin,04:55:00,19:15,14h 20m,1 stop,7564
SpiceJet,21-06-2022,Banglore,Delhi,05:55:00,08:35,2h 40m,non-stop,3919
Jet Airways,18-05-2022,Delhi,Cochin,05:30:00,04:25 19 ,22h 55m,2 stops,15129
Jet Airways,01-03-2022,Banglore,New Delhi,07:00:00,13:15,6h 15m,1 stop,26890
Jet Airways,15-04-2022,Delhi,Cochin,11:00:00,14:15,3h 15m,non-stop,5443
IndiGo,09-03-2022,Banglore,New Delhi,10:05:00,13:00,2h 55m,non-stop,6860
Jet Airways,01-04-2022,Kolkata,Banglore,14:05:00,20:45,6h 40m,1 stop,13364
Jet Airways,27-05-2022,Delhi,Cochin,08:00:00,19:00,11h,1 stop,12239
IndiGo,09-04-2022,Kolkata,Banglore,11:30:00,16:05,4h 35m,1 stop,4966
IndiGo,03-03-2022,Banglore,New Delhi,06:00:00,08:45,2h 45m,non-stop,6144
Jet Airways,09-05-2022,Delhi,Cochin,15:00:00,19:00 10 ,28h,1 stop,12373
Air India,18-03-2022,Banglore,New Delhi,08:50:00,16:30 16 ,31h 40m,2 stops,10835
Air India,06-06-2022,Delhi,Cochin,06:05:00,09:25 07 ,27h 20m,1 stop,7952
IndiGo,09-04-2022,Banglore,Delhi,01:30:00,04:15,2h 45m,non-stop,3419
Multiple carriers,27-05-2022,Delhi,Cochin,03:50:00,12:35,8h 45m,1 stop,10197
IndiGo,03-06-2022,Delhi,Cochin,10:35:00,01:30 04 ,14h 55m,1 stop,5883
Air India,18-05-2022,Chennai,Kolkata,11:40:00,13:55,2h 15m,non-stop,4667
IndiGo,21-03-2022,Delhi,Cochin,04:55:00,21:20,16h 25m,2 stops,6223
Jet Airways,06-05-2022,Kolkata,Banglore,21:10:00,08:15 07 ,11h 5m,1 stop,7757
IndiGo,03-03-2022,Banglore,New Delhi,14:25:00,19:25,5h,1 stop,11873
Jet Airways,06-06-2022,Kolkata,Banglore,21:10:00,08:15 07 ,11h 5m,1 stop,10844
IndiGo,15-05-2022,Delhi,Cochin,21:50:00,03:35 16 ,5h 45m,1 stop,7189
Jet Airways,27-06-2022,Delhi,Cochin,21:50:00,12:35 28 ,14h 45m,1 stop,10262
Air Asia,01-05-2022,Kolkata,Banglore,19:55:00,22:25,2h 30m,non-stop,5989
IndiGo,24-06-2022,Mumbai,Hyderabad,21:20:00,22:50,1h 30m,non-stop,2227
Jet Airways,06-06-2022,Mumbai,Hyderabad,10:20:00,11:50,1h 30m,non-stop,4995
Jet Airways,24-03-2022,Kolkata,Banglore,13:55:00,18:10 25 ,28h 15m,1 stop,14231
Jet Airways,18-05-2022,Kolkata,Banglore,18:55:00,18:15 19 ,23h 20m,1 stop,10844
GoAir,03-03-2022,Delhi,Cochin,05:45:00,13:20,7h 35m,1 stop,5628
Jet Airways,09-06-2022,Kolkata,Banglore,18:55:00,16:20 10 ,21h 25m,1 stop,10844
Multiple carriers,15-06-2022,Delhi,Cochin,08:30:00,19:15,10h 45m,1 stop,8937
IndiGo,06-03-2022,Kolkata,Banglore,14:20:00,16:55,2h 35m,non-stop,5618
Air India,09-04-2022,Delhi,Cochin,07:00:00,19:15,12h 15m,1 stop,6674
GoAir,24-04-2022,Banglore,Delhi,11:40:00,14:30,2h 50m,non-stop,3898
Jet Airways,24-05-2022,Kolkata,Banglore,18:55:00,20:45 25 ,25h 50m,1 stop,10844
Air India,03-06-2022,Delhi,Cochin,20:15:00,19:15 04 ,23h,2 stops,13381
Air India,21-05-2022,Delhi,Cochin,17:15:00,19:15 22 ,26h,2 stops,11972
Jet Airways,03-03-2022,Delhi,Cochin,17:30:00,04:25 04 ,10h 55m,1 stop,17024
IndiGo,09-04-2022,Delhi,Cochin,21:50:00,03:35 10 ,5h 45m,1 stop,7398
Air India,01-03-2022,Banglore,New Delhi,10:30:00,17:45,7h 15m,2 stops,17461
Jet Airways,24-05-2022,Kolkata,Banglore,20:00:00,08:15 25 ,12h 15m,1 stop,13731
Jet Airways,18-03-2022,Banglore,New Delhi,16:55:00,08:15 16 ,15h 20m,1 stop,13555
IndiGo,27-04-2022,Kolkata,Banglore,17:15:00,19:50,2h 35m,non-stop,4804
Jet Airways,21-05-2022,Delhi,Cochin,07:05:00,19:00,11h 55m,1 stop,16289
IndiGo,18-05-2022,Delhi,Cochin,05:05:00,12:10,7h 5m,1 stop,7520
IndiGo,18-05-2022,Delhi,Cochin,10:35:00,01:30 19 ,14h 55m,1 stop,7503
Multiple carriers,27-03-2022,Delhi,Cochin,08:25:00,19:15,10h 50m,1 stop,8601
Jet Airways,01-04-2022,Kolkata,Banglore,08:25:00,12:00 02 ,27h 35m,1 stop,7064
Air Asia,06-05-2022,Kolkata,Banglore,07:35:00,19:25,11h 50m,1 stop,5192
SpiceJet,09-06-2022,Kolkata,Banglore,15:55:00,21:25,5h 30m,1 stop,9158
Multiple carriers,06-03-2022,Delhi,Cochin,17:00:00,01:35 07 ,8h 35m,1 stop,24318
Multiple carriers,21-05-2022,Delhi,Cochin,07:10:00,18:10,11h,1 stop,7038
IndiGo,24-03-2022,Banglore,New Delhi,22:20:00,01:10 25 ,2h 50m,non-stop,7303
IndiGo,15-03-2022,Banglore,New Delhi,05:25:00,10:10,4h 45m,1 stop,8021
Multiple carriers,15-05-2022,Delhi,Cochin,10:00:00,19:15,9h 15m,1 stop,14323
Air India,06-06-2022,Kolkata,Banglore,07:00:00,20:25,13h 25m,1 stop,10203
Multiple carriers,15-06-2022,Delhi,Cochin,19:00:00,01:30 16 ,6h 30m,1 stop,7408
IndiGo,27-03-2022,Mumbai,Hyderabad,21:20:00,22:45,1h 25m,non-stop,2227
Multiple carriers,15-06-2022,Delhi,Cochin,11:30:00,19:15,7h 45m,1 stop,16108
Jet Airways,15-06-2022,Delhi,Cochin,18:15:00,12:35 16 ,18h 20m,1 stop,10262
Jet Airways,09-06-2022,Delhi,Cochin,09:00:00,19:00,10h,1 stop,14714
Jet Airways,03-06-2022,Delhi,Cochin,22:50:00,19:00 04 ,20h 10m,1 stop,10262
IndiGo,18-05-2022,Delhi,Cochin,14:20:00,22:30,8h 10m,1 stop,7640
Vistara,12-06-2022,Kolkata,Banglore,07:10:00,18:50,11h 40m,1 stop,8610
Jet Airways,21-03-2022,Delhi,Cochin,08:00:00,18:50,10h 50m,1 stop,12767
IndiGo,12-06-2022,Delhi,Cochin,08:50:00,21:00,12h 10m,1 stop,6093
IndiGo,27-04-2022,Delhi,Cochin,06:50:00,16:10,9h 20m,1 stop,6442
Jet Airways,09-05-2022,Banglore,Delhi,06:00:00,08:45,2h 45m,non-stop,4030
Multiple carriers,06-06-2022,Delhi,Cochin,13:00:00,21:00,8h,1 stop,7408
Multiple carriers,03-06-2022,Delhi,Cochin,07:05:00,16:10,9h 5m,1 stop,10696
SpiceJet,12-03-2022,Kolkata,Banglore,09:00:00,11:30,2h 30m,non-stop,6982
IndiGo,09-06-2022,Mumbai,Hyderabad,19:05:00,20:35,1h 30m,non-stop,2754
Air India,01-03-2022,Banglore,New Delhi,06:45:00,12:15,5h 30m,1 stop,23677
Air India,01-05-2022,Kolkata,Banglore,09:50:00,08:55 02 ,23h 5m,2 stops,13227
IndiGo,27-03-2022,Mumbai,Hyderabad,12:00:00,13:25,1h 25m,non-stop,2754
IndiGo,18-05-2022,Delhi,Cochin,04:55:00,21:00,16h 5m,1 stop,6758
Air India,18-05-2022,Delhi,Cochin,14:10:00,17:10,3h,non-stop,6934
Jet Airways,03-03-2022,Delhi,Cochin,05:25:00,18:50,13h 25m,2 stops,18799
Jet Airways,06-05-2022,Mumbai,Hyderabad,19:35:00,21:05,1h 30m,non-stop,5678
Jet Airways,01-03-2022,Banglore,New Delhi,07:00:00,20:20,13h 20m,1 stop,27992
Jet Airways,01-04-2022,Banglore,Delhi,19:50:00,22:50,3h,non-stop,4544
Jet Airways,06-05-2022,Kolkata,Banglore,18:55:00,16:20 07 ,21h 25m,1 stop,7757
IndiGo,27-05-2022,Delhi,Cochin,17:05:00,22:15,5h 10m,1 stop,6373
Jet Airways,15-06-2022,Delhi,Cochin,14:35:00,12:35 16 ,22h,2 stops,13376
IndiGo,03-06-2022,Kolkata,Banglore,14:25:00,16:55,2h 30m,non-stop,5644
Jet Airways,06-05-2022,Kolkata,Banglore,20:25:00,21:05 07 ,24h 40m,1 stop,13067
Multiple carriers,15-05-2022,Delhi,Cochin,07:10:00,16:10,9h,1 stop,6513
IndiGo,09-05-2022,Mumbai,Hyderabad,12:00:00,13:30,1h 30m,non-stop,4392
IndiGo,06-03-2022,Kolkata,Banglore,05:30:00,08:20,2h 50m,non-stop,4778
Jet Airways,18-05-2022,Kolkata,Banglore,20:00:00,20:45 19 ,24h 45m,1 stop,10844
Air India,24-05-2022,Kolkata,Banglore,05:50:00,12:30 25 ,30h 40m,2 stops,12723
Jet Airways,24-03-2022,Kolkata,Banglore,21:10:00,09:15 25 ,12h 5m,1 stop,11134
Jet Airways,09-05-2022,Banglore,Delhi,18:55:00,22:00,3h 5m,non-stop,7229
Jet Airways,06-06-2022,Delhi,Cochin,11:30:00,04:25 07 ,16h 55m,1 stop,10262
IndiGo,24-03-2022,Kolkata,Banglore,05:30:00,08:20,2h 50m,non-stop,4778
IndiGo,15-03-2022,Banglore,New Delhi,23:30:00,02:20 16 ,2h 50m,non-stop,8033
Air India,27-05-2022,Delhi,Cochin,05:15:00,06:50 28 ,25h 35m,1 stop,8425
Jet Airways,03-06-2022,Delhi,Cochin,14:35:00,12:35 04 ,22h,2 stops,10919
Multiple carriers,06-03-2022,Delhi,Cochin,08:55:00,18:50,9h 55m,1 stop,15411
Air India,12-06-2022,Delhi,Cochin,13:05:00,09:25 13 ,20h 20m,2 stops,10975
Air India,24-03-2022,Kolkata,Banglore,16:45:00,21:05 25 ,28h 20m,1 stop,6535
Jet Airways,09-05-2022,Kolkata,Banglore,10:20:00,17:35,7h 15m,1 stop,8355
SpiceJet,18-06-2022,Chennai,Kolkata,17:45:00,20:05,2h 20m,non-stop,3543
Vistara,24-03-2022,Kolkata,Banglore,20:20:00,18:45 25 ,22h 25m,1 stop,12102
Jet Airways,01-05-2022,Kolkata,Banglore,17:00:00,09:45 02 ,16h 45m,1 stop,9314
IndiGo,18-05-2022,Delhi,Cochin,18:35:00,01:30 19 ,6h 55m,1 stop,7503
SpiceJet,03-03-2022,Delhi,Cochin,06:10:00,11:20,5h 10m,1 stop,9748
IndiGo,27-06-2022,Kolkata,Banglore,17:15:00,19:50,2h 35m,non-stop,4804
Jet Airways,09-05-2022,Kolkata,Banglore,06:30:00,16:20,9h 50m,1 stop,8586
Jet Airways,24-06-2022,Delhi,Cochin,09:25:00,12:35 25 ,27h 10m,2 stops,13882
Jet Airways,21-05-2022,Banglore,Delhi,15:50:00,18:45,2h 55m,non-stop,7229
Air India,24-03-2022,Mumbai,Hyderabad,06:20:00,07:40,1h 20m,non-stop,2575
IndiGo,21-05-2022,Banglore,Delhi,21:15:00,00:15 22 ,3h,non-stop,3943
SpiceJet,24-04-2022,Delhi,Cochin,08:45:00,13:15,4h 30m,1 stop,4760
Jet Airways,24-03-2022,Kolkata,Banglore,06:30:00,22:35,16h 5m,1 stop,8824
Air India,21-03-2022,Delhi,Cochin,09:00:00,19:15,10h 15m,1 stop,6902
Air Asia,21-03-2022,Delhi,Cochin,16:45:00,07:10 22 ,14h 25m,1 stop,6151
Air India,21-05-2022,Kolkata,Banglore,16:50:00,05:35 22 ,12h 45m,2 stops,12324
Jet Airways,09-03-2022,Banglore,New Delhi,05:45:00,10:25,4h 40m,1 stop,11087
Air Asia,03-03-2022,Kolkata,Banglore,19:35:00,22:05,2h 30m,non-stop,5964
Jet Airways,01-05-2022,Kolkata,Banglore,20:25:00,22:05 02 ,25h 40m,1 stop,14151
Jet Airways,15-05-2022,Kolkata,Banglore,09:35:00,14:25 16 ,28h 50m,1 stop,11467
SpiceJet,21-05-2022,Kolkata,Banglore,22:20:00,00:40 22 ,2h 20m,non-stop,3873
Multiple carriers,21-03-2022,Delhi,Cochin,15:00:00,01:35 22 ,10h 35m,1 stop,13542
Jet Airways,21-05-2022,Kolkata,Banglore,20:00:00,08:15 22 ,12h 15m,1 stop,10844
IndiGo,03-03-2022,Banglore,New Delhi,01:30:00,04:15,2h 45m,non-stop,6144
Jet Airways,27-06-2022,Delhi,Cochin,14:00:00,19:00,5h,1 stop,10262
Air Asia,06-04-2022,Banglore,Delhi,11:10:00,13:55,2h 45m,non-stop,3383
Air India,09-06-2022,Kolkata,Banglore,17:30:00,20:25 10 ,26h 55m,1 stop,10413
Jet Airways,09-06-2022,Kolkata,Banglore,09:35:00,19:10,9h 35m,1 stop,13994
Air India,21-05-2022,Kolkata,Banglore,05:50:00,23:15,17h 25m,2 stops,13143
Multiple carriers,21-03-2022,Delhi,Cochin,08:25:00,18:50,10h 25m,1 stop,13069
Jet Airways,27-05-2022,Delhi,Cochin,19:10:00,12:35 28 ,17h 25m,2 stops,15129
GoAir,09-06-2022,Banglore,Delhi,20:55:00,23:40,2h 45m,non-stop,3898
Jet Airways,09-05-2022,Kolkata,Banglore,08:25:00,16:20,7h 55m,1 stop,13941
Air India,21-03-2022,Banglore,New Delhi,10:30:00,11:20 19 ,24h 50m,1 stop,6383
Multiple carriers,01-06-2022,Delhi,Cochin,07:05:00,21:00,13h 55m,1 stop,10406
IndiGo,06-06-2022,Delhi,Cochin,15:00:00,01:30 07 ,10h 30m,1 stop,5883
IndiGo,27-03-2022,Delhi,Cochin,10:45:00,21:00,10h 15m,1 stop,6838
Jet Airways,21-05-2022,Kolkata,Banglore,06:30:00,19:50,13h 20m,1 stop,14781
Jet Airways,09-06-2022,Delhi,Cochin,19:45:00,04:25 10 ,8h 40m,1 stop,10577
Multiple carriers,15-05-2022,Delhi,Cochin,13:05:00,22:30,9h 25m,1 stop,9646
Vistara,06-06-2022,Delhi,Cochin,06:00:00,09:10,3h 10m,non-stop,6216
Jet Airways,12-05-2022,Delhi,Cochin,11:00:00,14:15,3h 15m,non-stop,9564
Jet Airways,01-05-2022,Kolkata,Banglore,21:10:00,04:40 02 ,7h 30m,1 stop,14781
Jet Airways,06-05-2022,Banglore,Delhi,07:10:00,10:10,3h,non-stop,7229
IndiGo,09-03-2022,Kolkata,Banglore,22:10:00,00:55 10 ,2h 45m,non-stop,4148
Multiple carriers,27-06-2022,Delhi,Cochin,11:40:00,19:15,7h 35m,1 stop,7268
Air India,01-06-2022,Kolkata,Banglore,14:15:00,16:45,2h 30m,non-stop,6245
Jet Airways,01-06-2022,Delhi,Cochin,06:45:00,04:25 02 ,21h 40m,2 stops,13376
Air Asia,18-04-2022,Banglore,Delhi,23:55:00,02:45 19 ,2h 50m,non-stop,4483
Jet Airways,03-06-2022,Delhi,Cochin,02:15:00,04:25 04 ,26h 10m,1 stop,11627
Vistara,24-03-2022,Kolkata,Banglore,17:00:00,09:10 25 ,16h 10m,1 stop,13310
Jet Airways,21-06-2022,Banglore,Delhi,18:55:00,22:00,3h 5m,non-stop,7754
IndiGo,01-04-2022,Mumbai,Hyderabad,19:05:00,20:35,1h 30m,non-stop,2754
Air India,12-06-2022,Delhi,Cochin,22:00:00,19:15 13 ,21h 15m,2 stops,10231
Jet Airways,03-06-2022,Delhi,Cochin,09:40:00,12:35 04 ,26h 55m,2 stops,10368
Air India,06-06-2022,Delhi,Cochin,07:05:00,09:25 07 ,26h 20m,2 stops,11447
Jet Airways,03-03-2022,Delhi,Cochin,05:25:00,04:25 04 ,23h,2 stops,18799
IndiGo,09-03-2022,Kolkata,Banglore,15:10:00,17:45,2h 35m,non-stop,4462
Jet Airways,12-05-2022,Kolkata,Banglore,20:25:00,19:10 13 ,22h 45m,1 stop,13067
Jet Airways,01-04-2022,Kolkata,Banglore,18:55:00,19:50 02 ,24h 55m,1 stop,12681
Vistara,03-06-2022,Chennai,Kolkata,07:05:00,09:20,2h 15m,non-stop,3687
IndiGo,27-03-2022,Delhi,Cochin,17:30:00,01:35 28 ,8h 5m,1 stop,6628
Air India,09-03-2022,Delhi,Cochin,21:40:00,07:40 10 ,10h,1 stop,13832
IndiGo,03-03-2022,Banglore,New Delhi,08:30:00,11:30,3h,non-stop,6860
Air India,12-05-2022,Kolkata,Banglore,12:00:00,11:10 13 ,23h 10m,2 stops,10676
Jet Airways,03-06-2022,Delhi,Cochin,22:50:00,04:25 04 ,5h 35m,1 stop,14714
Jet Airways,12-06-2022,Delhi,Cochin,19:45:00,19:00 13 ,23h 15m,1 stop,10262
IndiGo,21-05-2022,Mumbai,Hyderabad,19:05:00,20:35,1h 30m,non-stop,2754
Air Asia,24-03-2022,Kolkata,Banglore,07:35:00,22:55,15h 20m,1 stop,6785
Multiple carriers,21-05-2022,Delhi,Cochin,16:00:00,01:30 22 ,9h 30m,1 stop,14067
Jet Airways,21-05-2022,Delhi,Cochin,20:00:00,04:25 22 ,8h 25m,2 stops,15318
Jet Airways,09-03-2022,Delhi,Cochin,18:15:00,04:25 10 ,10h 10m,1 stop,14053
Jet Airways,27-06-2022,Mumbai,Hyderabad,07:05:00,08:30,1h 25m,non-stop,8040
Air India,06-06-2022,Kolkata,Banglore,05:50:00,08:55 07 ,27h 5m,2 stops,12723
Jet Airways,27-06-2022,Delhi,Cochin,14:00:00,12:35 28 ,22h 35m,1 stop,10262
Air Asia,27-03-2022,Delhi,Cochin,16:45:00,07:10 28 ,14h 25m,1 stop,6151
SpiceJet,03-06-2022,Delhi,Cochin,17:55:00,22:50,4h 55m,1 stop,5409
Vistara,21-05-2022,Kolkata,Banglore,20:20:00,20:20 22 ,24h,1 stop,9345
Air India,15-06-2022,Delhi,Cochin,12:55:00,19:15 16 ,30h 20m,2 stops,12646
Jet Airways,27-06-2022,Delhi,Cochin,13:25:00,12:35 28 ,23h 10m,2 stops,11150
IndiGo,06-03-2022,Mumbai,Hyderabad,16:55:00,18:25,1h 30m,non-stop,4784
Jet Airways,27-03-2022,Delhi,Cochin,21:50:00,04:25 28 ,6h 35m,1 stop,12242
Air Asia,09-06-2022,Kolkata,Banglore,22:40:00,10:40 10 ,12h,1 stop,11323
Air Asia,18-04-2022,Kolkata,Banglore,19:55:00,22:25,2h 30m,non-stop,4409
Jet Airways,06-03-2022,Banglore,New Delhi,08:55:00,21:20,12h 25m,1 stop,16736
Air India,27-05-2022,Mumbai,Hyderabad,19:30:00,20:45,1h 15m,non-stop,3100
Jet Airways,18-05-2022,Delhi,Cochin,05:30:00,19:00,13h 30m,2 stops,13029
IndiGo,12-06-2022,Kolkata,Banglore,14:25:00,16:55,2h 30m,non-stop,4804
Vistara,24-05-2022,Kolkata,Banglore,07:10:00,20:20,13h 10m,1 stop,9555
Jet Airways,27-06-2022,Delhi,Cochin,15:00:00,12:35 28 ,21h 35m,1 stop,10262
Air Asia,24-03-2022,Kolkata,Banglore,19:35:00,22:05,2h 30m,non-stop,5964
IndiGo,12-06-2022,Delhi,Cochin,02:00:00,07:45,5h 45m,1 stop,6386
Air India,09-04-2022,Delhi,Cochin,08:00:00,19:15,11h 15m,1 stop,6377
SpiceJet,18-03-2022,Chennai,Kolkata,08:20:00,10:35,2h 15m,non-stop,3807
Multiple carriers,03-06-2022,Delhi,Cochin,16:00:00,01:30 04 ,9h 30m,1 stop,13377
SpiceJet,12-04-2022,Kolkata,Banglore,09:00:00,11:25,2h 25m,non-stop,3841
Air India,06-06-2022,Kolkata,Banglore,14:35:00,14:35 07 ,24h,1 stop,6528
Air India,24-05-2022,Mumbai,Hyderabad,06:20:00,07:40,1h 20m,non-stop,3100
Vistara,24-06-2022,Chennai,Kolkata,07:45:00,10:00,2h 15m,non-stop,3687
Jet Airways,06-03-2022,Banglore,New Delhi,08:00:00,05:05 07 ,21h 5m,1 stop,14815
IndiGo,12-06-2022,Banglore,Delhi,04:00:00,06:50,2h 50m,non-stop,3943
Jet Airways,12-06-2022,Delhi,Cochin,20:55:00,04:25 13 ,7h 30m,1 stop,14714
SpiceJet,24-04-2022,Kolkata,Banglore,15:05:00,20:20,5h 15m,1 stop,4859
Jet Airways,18-05-2022,Kolkata,Banglore,14:05:00,22:35,8h 30m,1 stop,10844
IndiGo,18-03-2022,Banglore,New Delhi,12:10:00,17:05,4h 55m,1 stop,4410
IndiGo,21-05-2022,Mumbai,Hyderabad,02:35:00,04:05,1h 30m,non-stop,2754
Jet Airways,06-04-2022,Banglore,Delhi,19:50:00,22:50,3h,non-stop,7229
IndiGo,09-03-2022,Banglore,New Delhi,23:30:00,02:20 10 ,2h 50m,non-stop,5694
Multiple carriers,09-05-2022,Delhi,Cochin,17:00:00,01:30 10 ,8h 30m,1 stop,9424
Jet Airways,15-06-2022,Delhi,Cochin,19:45:00,19:00 16 ,23h 15m,1 stop,10262
Air India,09-06-2022,Delhi,Cochin,17:15:00,07:40 10 ,14h 25m,2 stops,12199
Vistara,06-05-2022,Banglore,Delhi,11:30:00,14:20,2h 50m,non-stop,4668
Jet Airways,21-03-2022,Banglore,New Delhi,05:45:00,00:45 19 ,19h,1 stop,7832
SpiceJet,21-03-2022,Banglore,New Delhi,09:35:00,12:30,2h 55m,non-stop,4945
Air India,03-03-2022,Banglore,New Delhi,05:50:00,22:10 07 ,40h 20m,2 stops,11791
SpiceJet,12-04-2022,Kolkata,Banglore,06:55:00,09:30,2h 35m,non-stop,3841
GoAir,03-04-2022,Banglore,Delhi,20:55:00,23:40,2h 45m,non-stop,4239
Jet Airways,06-03-2022,Banglore,New Delhi,14:05:00,00:45 07 ,10h 40m,1 stop,14815
Jet Airways,09-06-2022,Delhi,Cochin,09:40:00,19:00,9h 20m,2 stops,13014
Multiple carriers,09-06-2022,Delhi,Cochin,10:20:00,19:00,8h 40m,1 stop,11789
Jet Airways,24-03-2022,Kolkata,Banglore,19:45:00,04:45 25 ,9h,1 stop,10031
Air India,15-05-2022,Kolkata,Banglore,09:25:00,17:20 16 ,31h 55m,2 stops,13616
Multiple carriers,21-03-2022,Delhi,Cochin,19:00:00,01:35 22 ,6h 35m,1 stop,6838
Jet Airways,24-05-2022,Banglore,Delhi,17:45:00,20:45,3h,non-stop,7229
